2.498700e-01,3.642600e+03,4.539600e+03,9.278400e+00,2.720000e+01,4.224800e+01,2.704200e+03,7.549200e+01,1.204000e+02,3.399000e-01,8.000700e+01,5.131700e+01,2.633100e+03,2.518400e+01,5.159400e+01,3.102100e+03,2.284800e+01,6.570600e+01,2.307000e+02,3.412900e+02,9.466700e+01,7.737500e+01,3.218800e+01,8.893300e+00,2.638300e+01,6.882000e+00,1.877600e+01,1.656700e+00,3.295800e+01,1.382300e+01,2.397800e+01,1.256500e+00,1.857900e+01,2.263300e+00,4.843600e+00,2.298600e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.342200e+01,5.361700e+01,2.470800e+01,6.226500e+01,2.222400e+01,3.972400e+01,4.197500e+01,5.022300e+01,4.741100e+01,4.109300e+01,1.835100e+01
2.511800e-01,3.694800e+03,4.513800e+03,9.283100e+00,2.707700e+01,4.273600e+01,2.705400e+03,7.462800e+01,1.204100e+02,3.356000e-01,8.028100e+01,4.867000e+01,2.634700e+03,2.189900e+01,4.922500e+01,3104,2.220500e+01,6.573900e+01,2.303400e+02,3.408600e+02,9.452200e+01,7.780000e+01,3.218800e+01,8.893300e+00,2.638300e+01,6.882000e+00,1.877600e+01,1.656700e+00,3.295800e+01,1.382300e+01,2.397800e+01,1.256500e+00,1.857900e+01,2.263300e+00,4.843600e+00,2.298600e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.252300e+01,5.392600e+01,2.457900e+01,6.130600e+01,2.197500e+01,4.024900e+01,3.418700e+01,4.474100e+01,4.744200e+01,4.130300e+01,1.983100e+01
2.518500e-01,3.683500e+03,4.504900e+03,9.460000e+00,2.698700e+01,4.224500e+01,2.705200e+03,7.431500e+01,1.204200e+02,3.376100e-01,8.022900e+01,5.187900e+01,2.633500e+03,2.433700e+01,4.978300e+01,3.104300e+03,2.196000e+01,6.578000e+01,2.288400e+02,3.406700e+02,9.468100e+01,7.758500e+01,3.226500e+01,8.847200e+00,2.589800e+01,6.927000e+00,1.897700e+01,1.657300e+00,3.293000e+01,1.390600e+01,2.384700e+01,1.154200e+00,1.883300e+01,2.279200e+00,4.881400e+00,2.223900e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.271700e+01,5.403200e+01,2.452100e+01,6.053200e+01,2.164000e+01,4.000300e+01,4.362800e+01,4.603200e+01,4.757400e+01,4.152000e+01,2.042600e+01
2.514700e-01,3.653900e+03,4.531900e+03,9.346200e+00,2.698300e+01,4.265600e+01,2.706300e+03,7.548700e+01,1.203900e+02,3.363100e-01,8.022100e+01,4.995500e+01,2.634200e+03,2.481100e+01,4.886300e+01,3.104200e+03,2.232300e+01,6.578900e+01,2.284500e+02,3.416000e+02,9.454100e+01,7.748900e+01,3.226500e+01,8.847200e+00,2.589800e+01,6.927000e+00,1.897700e+01,1.657300e+00,3.293000e+01,1.390600e+01,2.384700e+01,1.154200e+00,1.883300e+01,2.279200e+00,4.881400e+00,2.223900e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.322600e+01,5.370800e+01,2.455800e+01,6.149600e+01,2.232400e+01,4.016100e+01,3.796700e+01,4.390300e+01,4.760600e+01,4.128400e+01,1.956800e+01
2.410700e-01,3.629300e+03,4527,9.340600e+00,2.704100e+01,4.252000e+01,2.705600e+03,7.533200e+01,1.203800e+02,3.483900e-01,8.021800e+01,4.869100e+01,2.635100e+03,2.480900e+01,5.065000e+01,3.102100e+03,2.337800e+01,6.579100e+01,2.286400e+02,3.415800e+02,9.457400e+01,7.739900e+01,3.208600e+01,8.778400e+00,2.647500e+01,6.772100e+00,1.863100e+01,1.671300e+00,3.311900e+01,1.392400e+01,2.439400e+01,1.275300e+00,1.822200e+01,2.289800e+00,4.799200e+00,2.241700e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.323400e+01,5.325900e+01,2.402400e+01,6.078100e+01,2.250600e+01,4.096200e+01,3.424700e+01,4.803700e+01,4.758500e+01,4.094900e+01,1.706300e+01
2.431400e-01,3.681900e+03,4.485600e+03,9.227400e+00,2.655500e+01,4.258700e+01,2.704900e+03,7.549100e+01,1.203900e+02,3.441100e-01,8.014500e+01,5.010100e+01,2633,2.410500e+01,5.129700e+01,3.101300e+03,2.320800e+01,6.577500e+01,2.306400e+02,3.413900e+02,9.476800e+01,7.694500e+01,3.208600e+01,8.778400e+00,2.647500e+01,6.772100e+00,1.863100e+01,1.671300e+00,3.311900e+01,1.392400e+01,2.439400e+01,1.275300e+00,1.822200e+01,2.289800e+00,4.799200e+00,2.241700e+00,1.772400e-02,8.302000e-01,9.781500e-02,5.408100e+01,4.399400e+01,6.232900e+01,5.375500e+01,2.382000e+01,6.320400e+01,2.221300e+01,4.148400e+01,3.839700e+01,4.953600e+01,4.740400e+01,4.092800e+01,1.749600e+01
2.612100e-01,3.712500e+03,4.511700e+03,9.325300e+00,2.686500e+01,4.224700e+01,2.704100e+03,7.518900e+01,1.203800e+02,3.518200e-01,7.996100e+01,5.009300e+01,2.632400e+03,2.434800e+01,4.909100e+01,3.099700e+03,2.348100e+01,6.574600e+01,2.294500e+02,3.418600e+02,9.448400e+01,7.715000e+01,3.215500e+01,8.949800e+00,2.652700e+01,6.947200e+00,1.899700e+01,1.623100e+00,3.307900e+01,1.387300e+01,2.389700e+01,1.127000e+00,1.844500e+01,2.242600e+00,4.861000e+00,2.338500e+00,1.772400e-02,8.302000e-01,9.781500e-02,5.408100e+01,4.399400e+01,6.319300e+01,5.428500e+01,2.548200e+01,6.271700e+01,2.238200e+01,4.117800e+01,3.837300e+01,4.443000e+01,4.751300e+01,4.002800e+01,1.685200e+01
2.600400e-01,3.722700e+03,4.518300e+03,9.349100e+00,2.705500e+01,4.237000e+01,2703,7.484200e+01,1.204000e+02,3.512600e-01,7.988700e+01,5.116900e+01,2.631700e+03,2.713800e+01,5.162000e+01,3100,2.188100e+01,6.569100e+01,2.297200e+02,3.414900e+02,9.460900e+01,7.688300e+01,3.215500e+01,8.949800e+00,2.652700e+01,6.947200e+00,1.899700e+01,1.623100e+00,3.307900e+01,1.387300e+01,2.389700e+01,1.127000e+00,1.844500e+01,2.242600e+00,4.861000e+00,2.338500e+00,1.772400e-02,8.302000e-01,9.781500e-02,5.408100e+01,4.399400e+01,6.301700e+01,5.420700e+01,2.559700e+01,6.269800e+01,2.236700e+01,4.124700e+01,4.154000e+01,5.028200e+01,4.749100e+01,4.094000e+01,2.068900e+01
2.520200e-01,3684,4510,9.488900e+00,2.656200e+01,4.250800e+01,2.703800e+03,7.520500e+01,1.203900e+02,3.432400e-01,7.997500e+01,5.096800e+01,2.632600e+03,2.701400e+01,5.039900e+01,3.098700e+03,2.270100e+01,6.565200e+01,2.305900e+02,3.417100e+02,9.455200e+01,7.745400e+01,3.238600e+01,8.916500e+00,2.637100e+01,6.894700e+00,1.841900e+01,1.674400e+00,3.270300e+01,1.380500e+01,2.388600e+01,1.154000e+00,1.896900e+01,2.268000e+00,4.757300e+00,2.234300e+00,1.772400e-02,8.302000e-01,9.781500e-02,5.408100e+01,4.399400e+01,6.216700e+01,5.340100e+01,2.521600e+01,6.031900e+01,2.233400e+01,4.097400e+01,4.094700e+01,4.745700e+01,4.741900e+01,4.030000e+01,1.870700e+01
2.551300e-01,3.643700e+03,4.476700e+03,9.323100e+00,2.710300e+01,4.217200e+01,2.705900e+03,7.508600e+01,1.204000e+02,3.422700e-01,8.019800e+01,4.927700e+01,2.635500e+03,2.593500e+01,5.153000e+01,3.101300e+03,2.375200e+01,6.567500e+01,2.304100e+02,3.421500e+02,9.471600e+01,7.757900e+01,3.238600e+01,8.916500e+00,2.637100e+01,6.894700e+00,1.841900e+01,1.674400e+00,3.270300e+01,1.380500e+01,2.388600e+01,1.154000e+00,1.896900e+01,2.268000e+00,4.757300e+00,2.234300e+00,1.772400e-02,8.302000e-01,9.781500e-02,5.408100e+01,4.399400e+01,6.286100e+01,5.380000e+01,2.491100e+01,5.869200e+01,2.241300e+01,4.109300e+01,3.597100e+01,5.007500e+01,4.743700e+01,4.133800e+01,1.618600e+01
