2.496300e-01,3.642500e+03,4.525900e+03,9.247500e+00,2.696500e+01,4.234000e+01,2.705200e+03,7.484300e+01,1.204000e+02,3.387900e-01,8.018100e+01,4.954700e+01,2634,2.483300e+01,4.930900e+01,3.102500e+03,2.318100e+01,6.574700e+01,2.301700e+02,3.412400e+02,9.460300e+01,7.723100e+01,3.218800e+01,8.893300e+00,2.638300e+01,6.882000e+00,1.877600e+01,1.656700e+00,3.295800e+01,1.382300e+01,2.397800e+01,1.256500e+00,1.857900e+01,2.263300e+00,4.843600e+00,2.298600e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.342200e+01,5.378100e+01,2.473200e+01,6.338000e+01,2.230800e+01,3.986000e+01,3.676800e+01,4.493500e+01,4.745700e+01,4.065400e+01,1.755900e+01,
2.497700e-01,3.684600e+03,4.521500e+03,9.393500e+00,2.694800e+01,4.248000e+01,2704,7.435400e+01,1.204000e+02,3.360200e-01,8.009700e+01,5.019400e+01,2.632500e+03,2.638800e+01,4.920500e+01,3101,2.329600e+01,6.576200e+01,2.318500e+02,3.413000e+02,9.452700e+01,7.717100e+01,3.218800e+01,8.893300e+00,2.638300e+01,6.882000e+00,1.877600e+01,1.656700e+00,3.295800e+01,1.382300e+01,2.397800e+01,1.256500e+00,1.857900e+01,2.263300e+00,4.843600e+00,2.298600e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.269800e+01,5.383300e+01,2.471700e+01,5.981300e+01,2.225300e+01,4.019800e+01,3.867000e+01,4.469400e+01,4.730700e+01,4.031900e+01,1.728900e+01,
2.484000e-01,3.687300e+03,4.526900e+03,9.399300e+00,2.695800e+01,4.231700e+01,2.704200e+03,7.525500e+01,1.204100e+02,3.393500e-01,8.006700e+01,4.963800e+01,2.633300e+03,2.567100e+01,5.004900e+01,3.101200e+03,2.256800e+01,6.575100e+01,2.306000e+02,3.415400e+02,9.459600e+01,7.719500e+01,3.218300e+01,8.774400e+00,2.660300e+01,7.056300e+00,1.895700e+01,1.661600e+00,3.279600e+01,1.387500e+01,2.395400e+01,1.443900e+00,1.827200e+01,2.242500e+00,4.876200e+00,2.304000e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.265200e+01,5.376800e+01,2.486000e+01,6.051200e+01,2.237100e+01,3.979000e+01,3.703500e+01,4.664600e+01,4.741700e+01,4.171800e+01,1.902500e+01,
2.515600e-01,3.650500e+03,4.497600e+03,9.400000e+00,2.705800e+01,4.230700e+01,2.704300e+03,7.461800e+01,1.203800e+02,3.417800e-01,8.008700e+01,4.937500e+01,2.632900e+03,2.506600e+01,4.951000e+01,3.101800e+03,2.360800e+01,6.571900e+01,2.329400e+02,3.412000e+02,9.455400e+01,7.747200e+01,3.218300e+01,8.774400e+00,2.660300e+01,7.056300e+00,1.895700e+01,1.661600e+00,3.279600e+01,1.387500e+01,2.395400e+01,1.443900e+00,1.827200e+01,2.242500e+00,4.876200e+00,2.304000e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.328600e+01,5.411900e+01,2.455000e+01,6.171000e+01,2.219600e+01,3.949400e+01,3.626000e+01,4.540000e+01,4.720900e+01,4.070400e+01,1.654100e+01,
2.527900e-01,3.620800e+03,4449,9.311700e+00,2.713000e+01,4.219600e+01,2.705600e+03,7.531500e+01,1.204100e+02,3.427000e-01,8.021400e+01,5.048000e+01,2.635100e+03,2.373800e+01,4.876900e+01,3.101900e+03,2.289300e+01,6.574200e+01,2.297800e+02,3.415800e+02,9.474000e+01,7.767800e+01,3.248900e+01,8.977600e+00,2.642900e+01,6.754400e+00,1.863800e+01,1.642500e+00,3.308400e+01,1.368000e+01,2.428200e+01,1.295400e+00,1.875900e+01,2.266600e+00,4.766100e+00,2.334500e+00,1.786600e-02,8.357000e-01,9.857700e-02,5.372400e+01,4.382800e+01,6.218600e+01,5.424200e+01,2.452500e+01,6.207600e+01,2.252600e+01,4.082000e+01,3.951100e+01,4.368500e+01,4.749200e+01,4.142000e+01,1.821300e+01,
2.509800e-01,3.626400e+03,4.487400e+03,9.370400e+00,2.724000e+01,4.250000e+01,2.706600e+03,7.437700e+01,1.204000e+02,3.439400e-01,8.023800e+01,5.154700e+01,2.635300e+03,2.427800e+01,5.166400e+01,3.101600e+03,2.177300e+01,6.580000e+01,2.301400e+02,3.417700e+02,9.479900e+01,7.757000e+01,3.248900e+01,8.977600e+00,2.642900e+01,6.754400e+00,1.863800e+01,1.642500e+00,3.308400e+01,1.368000e+01,2.428200e+01,1.295400e+00,1.875900e+01,2.266600e+00,4.766100e+00,2.334500e+00,3.630500e-03,8.395800e-01,9.201000e-02,5.222800e+01,4.374700e+01,6.208900e+01,5.378300e+01,2.470300e+01,6.064600e+01,2.269700e+01,4.066900e+01,4.265300e+01,5.038400e+01,4.745600e+01,4.088900e+01,2.086300e+01,
2.217600e-01,3.667100e+03,4.558800e+03,9.189000e+00,2.763300e+01,4.217800e+01,2.706100e+03,7.520100e+01,1.204200e+02,3.222200e-01,8.020700e+01,5.067800e+01,2.634300e+03,2.458900e+01,5.061000e+01,3.103500e+03,2.347000e+01,6.580000e+01,2.283400e+02,3.412700e+02,9.460100e+01,7.736500e+01,3.196700e+01,8.746000e+00,2.628300e+01,6.758100e+00,1.887600e+01,1.672300e+00,3.314100e+01,1.362900e+01,2.420000e+01,1.319400e+00,1.828100e+01,2.287100e+00,4.841000e+00,2.345000e+00,3.630500e-03,8.395800e-01,9.201000e-02,5.222800e+01,4.374700e+01,6.401500e+01,5.370800e+01,2.143900e+01,6.184600e+01,2.232100e+01,3.802800e+01,4.009600e+01,4.794500e+01,4.761300e+01,4.139200e+01,1.684300e+01,
2.212400e-01,3.695600e+03,4.525400e+03,9.404300e+00,2.661100e+01,4.222600e+01,2.703300e+03,7.453400e+01,1.204000e+02,3.180200e-01,7.999000e+01,5.054800e+01,2.631900e+03,2.573500e+01,5.052300e+01,3.101700e+03,2.331200e+01,6.577500e+01,2.301300e+02,3.408300e+02,9.456700e+01,7.693800e+01,3.196700e+01,8.746000e+00,2.628300e+01,6.758100e+00,1.887600e+01,1.672300e+00,3.314100e+01,1.362900e+01,2.420000e+01,1.319400e+00,1.828100e+01,2.287100e+00,4.841000e+00,2.345000e+00,3.630500e-03,8.395800e-01,9.201000e-02,5.222800e+01,4.374700e+01,6.352500e+01,5.410800e+01,2.149100e+01,6.045200e+01,2.187400e+01,3.854100e+01,3.971300e+01,4.774400e+01,4.745100e+01,3.997600e+01,1.726300e+01,
2.697200e-01,3.687200e+03,4.536600e+03,9.315300e+00,2.689700e+01,4.264900e+01,2.703400e+03,7.410200e+01,1.204200e+02,3.130800e-01,7.992600e+01,5.025200e+01,2.631200e+03,2.517100e+01,4.899800e+01,3.102200e+03,2.245000e+01,6.571800e+01,2.304400e+02,3.410500e+02,9.451400e+01,7.707700e+01,3.182000e+01,8.883300e+00,2.599000e+01,6.957700e+00,1.869000e+01,1.671200e+00,3.300900e+01,1.376300e+01,2.424000e+01,1.195400e+00,1.885100e+01,2.277300e+00,4.833900e+00,2.300300e+00,3.630500e-03,8.395800e-01,9.201000e-02,5.222800e+01,4.374700e+01,6.375500e+01,5.339200e+01,2.657300e+01,6.034300e+01,2.205600e+01,3.752000e+01,3.884100e+01,4.421400e+01,4.742600e+01,4.202200e+01,1.932000e+01,
2.709800e-01,3.700500e+03,4.499600e+03,9.363900e+00,2.679500e+01,4.215600e+01,2.704700e+03,7.535000e+01,1.203900e+02,3.167400e-01,8.000500e+01,5.042700e+01,2.633600e+03,2.568300e+01,5.080800e+01,3.101500e+03,2.341800e+01,6.567500e+01,2.310800e+02,3.414100e+02,9.449000e+01,7.737500e+01,3.182000e+01,8.883300e+00,2.599000e+01,6.957700e+00,1.869000e+01,1.671200e+00,3.300900e+01,1.376300e+01,2.424000e+01,1.195400e+00,1.885100e+01,2.277300e+00,4.833900e+00,2.300300e+00,3.630500e-03,8.395800e-01,9.201000e-02,5.222800e+01,4.374700e+01,6.352700e+01,5.383600e+01,2.644900e+01,6.025800e+01,2.213000e+01,3.707400e+01,3.935500e+01,4.840300e+01,4.737300e+01,4.153300e+01,1.700700e+01,
2.878600e-01,3.670900e+03,4.484600e+03,9.315100e+00,2.762700e+01,4.216100e+01,2705,7.527700e+01,1.204100e+02,3.286500e-01,8.005300e+01,4.965700e+01,2.633100e+03,2.812800e+01,4.745600e+01,3.103100e+03,2.394600e+01,6.567400e+01,2.291900e+02,3.413900e+02,9.453600e+01,7.720400e+01,3.251300e+01,8.979700e+00,2.585900e+01,6.847200e+00,1.856300e+01,1.694900e+00,3.291700e+01,1.388600e+01,2.396500e+01,1.262600e+00,1.886000e+01,2.260800e+00,4.801100e+00,2.309700e+00,2.986400e-02,8.563700e-01,1.029300e-01,5.426600e+01,4.401000e+01,6.230700e+01,5.447000e+01,2.819500e+01,6.064600e+01,2.237000e+01,3.903300e+01,3.709000e+01,4.064600e+01,4.764400e+01,4.075200e+01,1.576400e+01,
2.869500e-01,3668,4.564500e+03,9.304000e+00,2.656400e+01,4.228100e+01,2.705500e+03,7.570200e+01,1.203800e+02,3.280100e-01,8.003900e+01,5.059000e+01,2634,2.729000e+01,4.876500e+01,3.103300e+03,2.334500e+01,6.567100e+01,2.318900e+02,3.415800e+02,9.467000e+01,7.709400e+01,3.251300e+01,8.979700e+00,2.585900e+01,6.847200e+00,1.856300e+01,1.694900e+00,3.291700e+01,1.388600e+01,2.396500e+01,1.262600e+00,1.886000e+01,2.260800e+00,4.801100e+00,2.309700e+00,2.986400e-02,8.563700e-01,1.029300e-01,5.426600e+01,4.401000e+01,6.235600e+01,5.351300e+01,2.828400e+01,6.254600e+01,2.186500e+01,3.911100e+01,3.983600e+01,4.367700e+01,4.745100e+01,4.101400e+01,1.720500e+01,
2.212500e-01,3.655300e+03,4.533300e+03,9.389800e+00,2.671200e+01,4.258400e+01,2.704200e+03,7.468100e+01,1.204100e+02,3.400100e-01,7.993300e+01,5.053400e+01,2.633600e+03,2.420200e+01,4.989300e+01,3.101700e+03,2.201900e+01,6.566500e+01,2.302900e+02,3.414000e+02,9.460900e+01,7.710600e+01,3.201700e+01,9.054500e+00,2.678000e+01,6.888600e+00,1.842500e+01,1.627500e+00,3.297900e+01,1.396300e+01,2.415200e+01,1.223700e+00,1.870700e+01,2.280700e+00,4.817400e+00,2.374400e+00,2.986400e-02,8.563700e-01,1.029300e-01,5.426600e+01,4.401000e+01,6.352600e+01,5.422300e+01,2.160200e+01,6.265200e+01,2.239300e+01,4.093300e+01,3.967200e+01,4.628700e+01,4.764100e+01,4.169800e+01,2.036600e+01,
2.200700e-01,3.681600e+03,4.493700e+03,9.391000e+00,2.703300e+01,4.258500e+01,2.704800e+03,7.454600e+01,1.203800e+02,3.446300e-01,7.998900e+01,4.983400e+01,2.633400e+03,2.736600e+01,4.827400e+01,3.100800e+03,2.316100e+01,6.564500e+01,2.315600e+02,3.418300e+02,9.465400e+01,7.722000e+01,3.201700e+01,9.054500e+00,2.678000e+01,6.888600e+00,1.842500e+01,1.627500e+00,3.297900e+01,1.396300e+01,2.415200e+01,1.223700e+00,1.870700e+01,2.280700e+00,4.817400e+00,2.374400e+00,2.986400e-02,8.563700e-01,1.029300e-01,5.426600e+01,4.401000e+01,6.307400e+01,5.469700e+01,2.171700e+01,6.158200e+01,2.244400e+01,4.036900e+01,3.761200e+01,4.254000e+01,4.757600e+01,4.056800e+01,1.764700e+01,
2.653100e-01,3.632100e+03,4.552300e+03,9.279800e+00,2.659100e+01,4.268100e+01,2.704800e+03,7.539300e+01,1.204100e+02,3.519200e-01,7.994700e+01,5.035900e+01,2.632900e+03,2.448600e+01,4.966800e+01,3.102500e+03,2.432400e+01,6.566400e+01,2.320100e+02,3.410400e+02,9.455400e+01,7.720300e+01,3.244400e+01,8.997900e+00,2.636800e+01,6.777400e+00,1.871000e+01,1.630000e+00,3.347700e+01,1.389400e+01,2.403800e+01,1.465800e+00,1.835200e+01,2.241100e+00,4.779200e+00,2.316600e+00,2.986400e-02,8.563700e-01,1.029300e-01,5.426600e+01,4.401000e+01,6.357600e+01,5.438300e+01,2.654700e+01,6.454100e+01,2.180500e+01,4.170300e+01,3.915800e+01,4.576500e+01,4.758400e+01,4.198400e+01,1.489400e+01,
